27,20,female,winter,['E'],"[8, 4, None, 4, None, 6, None, 7, None, None, 8, 6, None, 4, None, 4, 4, None, 7, 9, 7, 5, 2, None, None, 4]"
28,20,male,winter,['C'],"[6, 5, None, 4, None, 2, 7, None, None, None, 4, None, None, 7, 8, None, None, None, 7, 5, 2, 3, 3, None, None, None]"
29,30,female,summer,['B'],"[10, None, 3, 8, 3, 3, 2, 5, 6, 5, 4, 3, 4, 4, 3, 4, 5, 4, None, 7, 3, 4, 6, 5, 3, 6]"
30,40,female,summer,"['A', 'D']","[6, None, 2, 6, 4, None, None, 6, 6, 9, 2, 7, 4, None, 7, 3, 6, 2, 3, 6, 5, None, None, 7, 7, 6]"
31,30,female,summer,"['A', 'B', 'C']","[8, None, None, None, 5, None, None, None, None, 5, None, None, None, 8, None, None, 4, 5, None, 7, 3, 6, None, 6, None, None]"
32,20,female,winter,"['C', 'F']","[None, None, 7, 6, 6, None, 9, 4, 8, 3, 6, None, 3, 6, None, 9, 6, 6, 9, None, 6, None, 3, 6, 2, 6]"
33,30,male,winter,"['C', 'D']","[None, 6, 6, None, None, 3, None, 4, None, None, None, None, None, None, None, 9, 7, 10, 8, None, None, 6, None, None, None, 5]"
34,30,male,summer,"['A', 'F']","[6, 5, 5, None, None, None, None, 5, None, 8, 3, 4, None, None, None, None, 6, 3, 5, None, 7, None, 8, 7, None, None]"
35,30,male,summer,"['A', 'B', 'C']","[None, None, 4, 5, 6, 6, None, 5, None, None, 4, None, None, 5, 3, None, None, None, 4, 6, None, None, None, 3, 3, 7]"
36,20,male,winter,"['B', 'C', 'D']","[None, 5, 6, 4, 9, None, None, 5, None, None, 4, 4, 3, 6, None, None, 8, None, None, 6, None, None, 6, None, 6, None]"
37,20,male,winter,"['A', 'C', 'D']","[None, None, 8, 5, None, 6, 7, None, None, 6, None, None, None, 6, None, 9, 6, None, None, 3, 2, None, None, None, None, None]"
38,20,female,winter,"['B', 'C', 'E']","[4, 5, None, None, None, None, 7, 6, 3, None, 6, None, None, 4, 2, 5, 7, 9, None, 10, 9, None, None, 4, None, None]"
39,40,female,summer,"['B', 'E']","[None, 7, 6, None, None, 5, None, None, None, None, None, 4, 6, 5, None, None, 7, 3, 3, None, None, 5, None, None, 4, 7]"
40,30,male,winter,"['C', 'D']","[7, 6, None, 5, 7, None, 7, None, 8, None, 6, 4, None, None, None, 8, 7, None, None, 2, None, None, 4, None, 3, 6]"
41,50,male,spring,['A'],"[None, 6, 5, None, None, 4, 9, 6, 8, None, None, None, None, None, None, None, 8, None, 3, None, None, 4, 6, 8, 2, None]"
42,20,female,winter,"['A', 'C', 'D']","[4, None, None, 5, 6, 6, None, 7, 8, 5, 3, 7, 3, 4, None, None, None, None, 7, None, 4, 7, 3, 7, 5, 2]"
43,50,female,spring,"['A', 'C', 'D', 'E', 'F']","[7, None, 6, None, None, 8, None, 6, 5, 7, 7, None, 3, None, 9, 7, None, 4, 6, None, None, 3, 5, 9, None, 7]"
44,50,male,spring,"['D', 'F']","[4, None, 3, None, 6, None, 6, 7, 6, 7, 9, 6, 6, None, 7, None, None, 6, 3, 7, 3, None, 4, 6, 3, 3]"
45,20,female,winter,"['C', 'D']","[None, None, 6, 6, 6, 6, 7, None, 6, None, None, None, 6, None, None, 6, 6, None, None, None, None, 3, 5, None, 5, 2]"
46,40,female,winter,"['C', 'D', 'E']","[None, None, 7, 4, None, 5, 9, 8, None, 6, None, None, None, 6, 6, 6, 6, None, 7, None, 2, 5, 4, None, 3, None]"
47,30,female,winter,['B'],"[None, None, None, 5, None, None, None, None, 3, None, 9, None, None, None, None, None, 6, None, 7, 7, None, 9, 2, 6, None, None]"
48,30,male,winter,"['B', 'C', 'F']","[8, 4, 4, None, 6, 5, 4, 9, 6, None, None, 4, None, 6, 6, 7, 4, 6, 10, 7, 9, None, 2, 5, None, 4]"
49,10,male,winter,"['B', 'C', 'E', 'F']","[None, 3, None, 5, 8, None, 3, 6, 6, None, 7, 6, 4, None, None, None, 4, 7, 9, 10, None, None, 3, 4, 7, 8]"
50,50,female,summer,"['A', 'E', 'F']","[8, 6, None, 8, 6, 6, None, None, 8, None, 5, None, None, None, 5, 3, 7, None, None, 5, None, None, None, 5, None, None]"
51,50,female,summer,"['A', 'B', 'E', 'F']","[6, None, 5, 8, None, 7, 6, 3, None, None, 3, 5, 3, 7, 5, None, 3, 6, 5, 6, 4, 7, 8, 3, 7, None]"
52,30,female,summer,"['A', 'B', 'C']","[9, None, 3, None, None, 5, None, None, None, None, None, 3, None, None, 5, None, None, 4, 7, None, None, None, 7, None, 5, None]"
53,30,male,winter,"['B', 'E']","[6, 2, None, None, 8, None, None, None, 3, None, None, 3, None, None, 5, 5, None, 7, 10, None, 10, None, None, None, 4, None]"
54,50,male,spring,"['A', 'B', 'E']","[5, None, None, None, 5, None, None, 6, 5, 7, 7, 4, None, 6, 7, 7, 9, 6, 5, None, 7, 7, 7, 9, 2, 3]"
55,50,female,spring,"['C', 'D', 'F']","[None, 5, 3, None, None, 4, None, 8, None, 7, 10, None, None, 3, 7, None, None, None, 2, None, 3, None, None, None, 6, 3]"
56,30,female,winter,"['D', 'E', 'F']","[None, 6, 9, 5, 8, 6, 7, 5, 8, 6, None, 3, 3, 5, 5, 9, 7, 7, 10, 4, 4, None, 4, 4, 5, 6]"
57,40,female,winter,"['B', 'C', 'D', 'F']","[None, 7, None, 3, 10, 6, None, None, None, None, None, None, None, 5, 7, 7, 4, 7, 9, 2, 5, 7, 3, 5, 6, 2]"
58,30,male,winter,"['C', 'D', 'F']","[None, None, None, None, None, 3, 9, 4, None, None, 6, 6, None, 7, None, None, 4, 10, 6, 4, None, 7, None, None, None, None]"
59,50,female,spring,"['E', 'F']","[4, None, None, 7, 4, None, 5, None, 7, 7, 6, 3, 5, 2, 8, None, None, None, 5, 5, None, 3, 5, 10, 5, 4]"
60,40,female,spring,['A'],"[7, None, 4, 5, None, None, 9, 4, 7, None, 6, 4, 4, 6, 5, 8, 8, None, 6, 7, 6, 3, 5, 7, 3, 5]"
61,30,female,winter,"['B', 'C', 'D', 'F']","[3, 8, 8, None, 6, 4, None, 4, 5, 3, None, 6, 5, None, 7, 5, 8, 9, 10, 2, 3, 6, 4, 7, None, 2]"
62,40,female,summer,"['A', 'B', 'E', 'F']","[None, None, None, 6, 6, 3, 3, None, 8, None, 5, None, 6, 5, 7, None, None, None, 7, 6, 4, None, 6, 7, 5, 5]"
63,50,female,summer,"['A', 'B']","[7, None, 3, 8, 7, None, None, 6, None, 8, None, 4, 4, None, 4, None, 6, 3, 3, None, 6, None, 6, None, None, None]"
64,50,female,spring,"['E', 'F']","[None, None, None, None, 3, 4, 8, 6, 6, 4, None, 6, None, 5, None, None, 5, None, None, 5, None, None, None, None, None, 5]"
65,20,male,winter,"['D', 'E']","[None, None, None, 4, 6, 2, None, None, 3, 6, None, None, None, None, None, None, 4, None, None, None, 8, None, None, None, None, None]"
66,10,male,winter,"['A', 'C', 'D', 'E']","[None, None, None, 5, 5, 2, None, 8, None, None, 6, None, 3, 5, 5, 4, None, None, None, None, 7, 6, 2, None, 6, None]"
67,20,female,winter,"['B', 'D', 'E']","[None, 4, 7, 5, 6, 5, 4, None, None, 2, 6, 2, None, 4, None, None, None, 7, 6, 9, None, 7, 4, None, 7, 7]"
68,10,male,winter,"['A', 'B', 'E', 'F']","[None, 6, 4, None, None, 5, None, None, None, 4, None, None, 4, None, None, None, None, 8, None, 10, None, None, None, 4, None, None]"
69,20,female,winter,"['B', 'F']","[None, None, 7, None, None, 3, None, None, 3, 3, 6, 2, 4, 6, 2, None, None, None, 6, 8, 6, 6, None, 5, 5, 6]"
70,30,female,winter,"['B', 'E']","[6, None, None, 3, None, None, 5, None, None, 2, 9, 2, 3, 5, 2, 7, 5, 9, None, 10, 7, None, 4, None, None, None]"
71,20,female,winter,"['A', 'B', 'C', 'D']","[3, 6, 8, None, 6, 5, 6, 8, 8, 4, None, None, 4, 4, None, 9, None, 10, 7, 4, 4, None, None, 7, None, 5]"
72,20,female,winter,"['A', 'C', 'D', 'F']","[None, 5, 9, 4, None, 6, 7, 4, None, 6, 5, 5, None, None, None, None, None, None, None, None, 4, None, None, None, 5, 4]"
73,50,male,spring,"['D', 'E']","[None, 5, None, 7, 6, 7, None, 4, None, 3, None, 7, None, 2, None, 9, 7, None, 2, 6, 5, None, None, None, None, 7]"
74,50,male,summer,"['A', 'B', 'E', 'F']","[None, 4, None, 6, 7, 7, None, 4, 5, None, 3, 4, 7, None, 3, 4, 4, None, None, 5, 6, 6, None, 3, 5, 9]"
75,50,male,spring,"['D', 'F']","[None, 3, 3, 7, None, 7, None, 6, 8, 5, 7, None, 5, 6, 9, 10, 6, 5, 4, 9, 5, 4, 4, 10, None, 5]"
76,30,female,summer,"['A', 'B', 'C', 'F']","[None, 8, None, 8, 3, None, None, 6, 9, 7, 3, 6, 4, 7, 5, 3, None, None, 3, None, 3, None, None, None, None, None]"
77,30,female,summer,"['A', 'B', 'C']","[None, None, None, 7, 4, 3, 4, 5, 5, None, None, 4, 7, 4, 6, 4, None, None, None, 4, None, 4, None, 4, 7, None]"
78,30,female,winter,"['B', 'D']","[6, 4, 6, None, 10, 5, 9, 6, 4, None, 4, None, None, 4, 4, 6, 4, 10, 10, None, None, 6, 6, 8, 6, 4]"
79,30,female,winter,"['A', 'C', 'D']","[6, None, 8, 7, None, None, 8, 8, None, 4, None, 3, None, None, 5, 7, None, 6, 7, None, 5, 7, 7, None, 2, None]"
80,10,male,winter,"['B', 'C', 'E', 'F']","[8, None, None, None, None, None, 7, None, 4, None, 10, None, 5, 8, None, 7, None, 8, 7, 8, 7, None, None, None, 6, None]"
81,20,male,winter,"['B', 'C', 'E', 'F']","[6, 2, 5, None, 5, 4, 5, None, 6, None, 10, 4, 3, 6, None, 7, 7, None, 7, 6, 8, 9, 6, 2, 6, 6]"
82,30,female,summer,"['A', 'B', 'C']","[None, 6, None, None, None, None, 6, 6, 9, 7, 6, None, None, 6, 4, 4, 3, 5, 6, 6, None, None, 4, None, 7, 6]"
83,50,male,spring,['D'],"[7, 7, 7, 7, 6, 6, 9, 5, 5, None, None, None, 7, 3, 7, 9, None, 4, 5, None, 3, 3, 7, None, 4, 7]"
84,40,male,summer,"['A', 'F']","[6, 8, 3, None, 7, None, None, None, None, None, 4, 3, 5, 4, 4, 7, 3, 5, None, None, 7, 6, None, 3, 4, None]"
85,50,male,spring,"['A', 'D', 'E', 'F']","[None, 7, None, 7, None, 7, 9, 8, 5, None, 7, None, 5, None, None, None, 5, 3, None, 9, 3, None, None, 10, None, None]"
86,30,male,summer,"['A', 'B', 'D', 'E']","[10, None, 2, None, 5, 7, 6, 4, 6, 7, 3, 3, 6, 5, 4, 3, None, 6, 6, None, None, 3, 6, 6, 7, None]"
87,50,male,spring,"['A', 'F']","[6, 5, None, None, None, 8, 5, 8, 8, 7, 7, 4, 6, 6, None, 10, None, None, 3, 8, 4, None, None, None, 5, 3]"
88,50,male,summer,"['B', 'D']","[None, 4, None, 6, 4, 7, None, None, 5, 7, 4, 5, None, 4, None, None, 5, None, 5, 4, 5, None, 8, 5, 4, 7]"
89,30,female,summer,"['A', 'B', 'C']","[None, 5, 5, 7, 6, None, None, None, 5, 7, 6, None, 7, 5, 3, 6, 3, None, None, None, None, 6, 4, 5, 6, 6]"
90,30,male,winter,"['D', 'E']","[4, None, 7, None, None, None, None, 9, 3, None, None, None, None, 4, None, 7, None, None, 6, None, None, None, None, None, 3, None]"
91,20,male,winter,"['C', 'D', 'F']","[4, 6, None, None, 6, 4, 5, 8, 6, None, 7, 6, 6, None, 4, 7, 7, 7, None, 6, None, 4, None, 7, 4, None]"
92,40,male,spring,"['C', 'E', 'F']","[None, 5, 5, None, 3, 8, 8, None, 8, 5, 6, 6, 5, None, 8, 10, 7, 4, 2, 6, None, 7, 7, 8, 6, 5]"
93,30,male,winter,"['B', 'C', 'E']","[7, 5, 4, None, 8, 5, 5, 6, 3, None, None, 6, 3, 5, None, 6, 4, 9, None, 7, 9, 5, 5, 3, None, 8]"
94,30,female,summer,"['A', 'B']","[None, None, 2, 6, None, None, None, 7, None, None, None, None, None, 4, None, None, None, 4, 5, None, 7, None, 6, 4, 3, 9]"
95,30,male,winter,['B'],"[6, None, None, 3, None, 2, 7, 8, None, 5, 10, 5, 3, None, 2, 7, 5, None, 7, None, 9, None, 4, 2, 7, 4]"
96,40,female,summer,"['A', 'B']","[6, None, 6, 6, None, 5, None, None, None, 7, 6, 7, 7, None, 7, None, 4, 5, 3, None, None, 6, 5, 3, 7, None]"
97,20,female,winter,"['B', 'E', 'F']","[None, 4, None, None, None, None, 3, None, 4, None, None, None, 5, 4, 6, None, None, None, None, 7, 7, 9, None, 2, 5, 7]"
98,50,male,spring,"['E', 'F']","[6, None, 7, 8, 5, 8, None, None, 7, None, 9, 6, 7, 4, None, 6, None, 6, None, 8, 4, None, 7, 8, None, 4]"
99,40,female,summer,"['B', 'E']","[None, 7, None, None, 3, None, None, 5, None, None, 4, 7, None, 4, None, 3, None, 6, 7, None, 6, None, None, None, None, 6]"
100,40,female,winter,"['C', 'D']","[5, 6, None, 7, 8, 6, 6, 4, 7, None, None, None, 6, 4, 4, None, 4, 6, None, 5, None, 5, None, 5, 4, 3]"
101,40,female,summer,"['A', 'E']","[None, None, 4, None, 5, None, 5, 5, None, 6, 5, None, 5, None, 3, 5, 6, 2, None, None, None, None, 7, 5, None, None]"
102,50,male,spring,"['C', 'D', 'F']","[3, None, 3, None, None, 4, 9, 6, 4, 7, 6, 5, None, None, None, 8, None, 7, None, 5, None, 7, 4, 10, 5, 6]"
103,10,male,winter,"['C', 'D', 'E']","[8, None, None, None, 7, None, 6, 7, 5, 6, 10, 3, None, None, 3, None, 6, 8, 7, 8, 6, None, 5, 3, 7, None]"
104,50,female,spring,['D'],"[7, 5, 6, 5, 6, 8, 7, 7, 7, 4, 10, 5, 4, None, 8, None, 7, 6, None, None, 7, 6, 6, None, None, 6]"
105,50,male,spring,"['C', 'D', 'F']","[7, None, None, None, None, 8, 5, 6, None, None, 10, 3, None, 3, 8, None, None, None, None, None, None, 4, 5, None, None, 6]"
106,30,female,summer,"['B', 'C']","[10, 6, 6, None, None, None, None, 5, 8, 6, 3, 3, 3, None, None, 3, 3, None, None, 6, 5, 7, 4, None, None, 9]"
107,40,male,summer,['B'],"[None, 4, 4, None, 6, 3, None, 3, None, 9, None, None, 6, None, 4, None, 4, 5, None, 4, 7, 6, None, 5, None, None]"
108,20,female,winter,"['B', 'C', 'E', 'F']","[5, 2, 7, 5, 8, 3, None, 7, 4, None, 10, 5, None, 6, 2, 5, None, 8, 6, 10, 6, None, 2, 5, 4, 5]"
109,30,male,summer,['F'],"[9, None, 2, 4, 3, 4, None, None, None, 5, None, None, 4, 6, 5, None, None, 5, 7, None, 6, 7, None, 6, None, 9]"
110,50,male,summer,"['A', 'B', 'D']","[6, 4, 4, 4, None, 4, 4, 5, None, None, 4, 6, 3, 5, 4, 5, None, 5, 7, None, 4, 7, 8, 4, None, 7]"
111,30,female,winter,"['C', 'D']","[None, None, 9, 6, 9, None, None, None, 5, 2, None, None, None, None, None, 9, None, None, None, 5, None, None, 5, None, None, 2]"
112,20,male,winter,"['B', 'E']","[None, 6, 6, None, None, 2, None, 9, None, None, None, None, None, None, None, None, None, 5, None, 9, None, None, None, None, 3, 6]"
113,30,male,summer,"['A', 'B']","[10, None, 6, None, 3, 7, 5, 5, 5, 7, 4, 4, 3, 8, 7, 6, None, 4, 5, None, 7, 5, 6, 7, 3, None]"
114,30,male,winter,"['B', 'D', 'E']","[5, 6, None, None, 6, 5, 3, None, None, 5, 9, 4, None, None, 2, 5, 5, None, None, 10, 9, None, 6, 3, 4, 4]"
115,10,female,winter,"['C', 'E', 'F']","[7, 5, 4, 6, 7, 4, 5, 6, 3, 6, None, 5, 3, 7, 5, 5, None, 5, 7, 10, 8, 5, 4, 3, 6, None]"
116,30,male,winter,"['B', 'E']","[7, None, None, 6, None, None, 5, 9, 6, 6, None, 3, 3, None, 6, None, 3, None, None, 9, 7, 6, None, 5, 4, 4]"
117,40,male,spring,"['D', 'F']","[4, None, None, 6, 7, 7, None, 4, None, 3, None, 4, 7, None, 7, 10, None, None, None, None, 7, None, 3, 6, 6, 5]"
118,10,female,winter,"['A', 'B', 'D', 'E']","[6, None, 3, None, 9, 4, None, 6, 4, None, None, 3, 7, 5, None, 7, None, None, 8, 7, 10, None, 6, None, 4, None]"
119,10,male,winter,"['A', 'B', 'D', 'E', 'F']","[None, 3, 5, 6, 8, None, None, 10, None, 2, None, 6, 5, None, None, None, None, 5, None, None, 9, None, 6, None, None, None]"
120,50,male,spring,"['A', 'C', 'D', 'F']","[4, 4, 4, 6, 5, 8, 6, 6, 7, None, None, 7, None, None, 8, 9, 5, None, None, 9, 4, 5, None, 9, None, 4]"
121,40,female,summer,"['A', 'B', 'C']","[7, 5, None, 7, 3, 5, 4, None, 5, 9, 5, 5, 7, 5, 7, None, 5, 4, 3, 7, 5, 5, 8, 4, 4, 7]"
122,30,female,winter,"['A', 'C', 'F']","[5, None, 7, None, None, None, 9, 4, 6, 6, 3, None, None, None, 7, None, 7, None, None, None, None, None, 6, None, 5, None]"
123,50,male,spring,"['B', 'D', 'E']","[6, None, None, None, None, None, None, None, None, None, 8, None, None, 6, 8, None, 9, 7, 3, 5, 6, None, 7, None, None, 4]"
124,10,male,winter,['B'],"[None, 5, 6, None, 7, None, None, 7, 5, 2, None, 6, None, 7, None, 5, 4, None, None, 10, None, None, None, None, None, 7]"
125,30,female,summer,"['A', 'B', 'D']","[None, None, 4, 4, 4, 5, 3, 4, None, 5, 5, None, 6, 7, 6, 3, 3, 2, 6, None, None, 5, 4, 4, None, 7]"
126,50,female,summer,"['A', 'C', 'D', 'F']","[6, None, None, 5, None, None, 5, 5, None, None, None, 7, 5, None, None, None, 5, None, None, 4, 7, None, None, None, 7, None]"
127,20,male,winter,"['B', 'C', 'E', 'F']","[5, 5, 6, None, None, 5, 7, None, None, None, 7, None, 6, None, 3, None, None, None, None, None, None, None, None, None, None, None]"
128,40,female,summer,['A'],"[6, None, 6, 6, 7, 7, 3, 4, 9, None, 6, None, 5, 4, 6, 3, 5, 3, 7, 4, None, 3, None, None, 3, None]"
129,10,male,winter,"['B', 'D']","[6, None, None, None, None, 2, None, 10, 4, None, None, 3, None, None, None, None, 3, None, None, 10, 7, None, None, None, None, None]"
130,50,female,spring,"['B', 'C']","[7, None, 3, 5, 6, 8, 7, None, None, 3, 8, 4, 5, 2, 8, 10, 5, 7, 3, 6, None, 6, 7, 6, 5, 5]"
131,50,male,spring,"['A', 'B', 'D']","[None, 4, None, None, 3, 4, 8, 7, 8, 7, None, None, 7, 6, 6, None, 8, None, 2, None, 4, 6, 5, 10, None, 5]"
132,30,female,winter,['E'],"[None, None, 7, 6, 6, None, 5, 6, 8, 5, 7, 7, 3, None, 5, 6, 6, None, None, 3, 5, 3, None, 7, 6, None]"
133,30,male,winter,"['B', 'F']","[8, None, None, 3, None, None, None, None, 4, 5, 7, 3, 7, None, 2, 6, 3, 9, None, 7, 9, None, 4, None, 4, 6]"
134,20,female,winter,"['B', 'F']","[3, 4, None, 3, None, 3, 8, None, None, None, 4, 3, None, 7, 6, 8, 6, 10, None, 2, 6, 5, 5, None, 2, 5]"
135,30,male,winter,"['C', 'D']","[None, 8, None, 7, 10, 5, 8, 8, 7, 2, 5, 6, 5, 7, None, None, 6, None, None, 4, 5, 6, 3, 7, 6, None]"
136,40,female,summer,"['A', 'D', 'E', 'F']","[10, None, None, None, 4, 7, 6, 5, None, 9, 2, None, 3, 7, None, 4, 4, None, 5, None, 5, None, 5, 4, None, 6]"
137,20,female,winter,"['B', 'E']","[None, None, 4, 2, 6, 5, 5, 10, 3, None, 8, 3, 6, 5, 5, 3, 4, 8, 8, 9, 6, 8, 3, 2, None, 7]"
138,50,male,spring,"['A', 'D']","[4, 5, None, 4, 7, 8, 7, 4, 4, 6, None, 7, 7, 2, 5, 10, 5, 6, None, None, 6, 7, 3, 6, 6, 5]"
139,20,female,winter,"['B', 'D']","[3, None, None, None, None, None, None, None, 4, None, None, None, None, 4, None, None, 8, 7, None, None, None, 5, 3, None, 6, None]"
140,30,male,summer,['B'],"[None, 7, 2, 5, 6, 3, 5, 7, 5, 7, None, 4, 3, 8, None, None, 6, 4, 7, None, 7, 3, None, None, 6, 5]"
141,50,male,spring,"['D', 'F']","[3, 3, 3, 4, None, None, 8, 6, None, 4, 7, 6, 6, None, None, 10, 5, None, None, None, 4, 4, 5, None, 3, None]"
142,30,male,winter,"['A', 'C', 'F']","[3, 6, 6, 5, 7, 4, None, 6, 8, 6, 5, 4, None, 4, 4, 6, None, 10, 8, 5, 5, None, 4, None, 6, 6]"
143,30,male,winter,"['A', 'D']","[None, 3, None, 6, None, 4, 4, None, None, 5, 9, None, None, None, None, None, None, None, None, 6, None, 8, 4, None, 5, 8]"
144,20,female,winter,"['D', 'E']","[None, 4, 7, 7, 9, 2, 6, 6, None, 5, 4, None, None, None, None, 6, None, None, None, None, None, 4, 3, 6, None, None]"
145,10,female,winter,"['B', 'C', 'D', 'E']","[6, 5, None, 3, None, 6, None, 10, 2, None, None, 3, None, 8, 3, 3, None, 9, 7, 10, None, None, 5, 5, 5, 4]"
146,30,female,winter,"['A', 'E']","[4, 4, 6, 4, 7, 3, None, 10, 2, None, 6, 6, 6, 7, None, None, 7, 7, 7, 10, 8, 9, 4, 5, 4, 7]"
147,20,male,winter,['A'],"[None, 6, None, 7, None, None, 7, None, None, None, 7, 6, None, None, 5, None, 8, None, 7, None, 6, 6, 5, None, 6, None]"
148,40,male,summer,"['A', 'E']","[6, None, None, None, None, 3, 4, None, 5, 5, 2, None, 7, 6, 7, 4, None, 4, 3, None, 6, 3, None, 7, 6, None]"
149,40,female,winter,"['A', 'C']","[None, None, 8, None, 7, 4, 5, 6, None, 2, 6, None, 3, None, None, 7, 6, 6, None, None, 4, 7, 7, None, None, None]"
150,50,female,summer,"['A', 'B', 'F']","[6, None, None, 4, None, None, None, None, None, None, 5, 3, 3, 8, None, None, 4, None, 5, 4, None, None, 7, 6, 6, 8]"
151,50,female,spring,"['D', 'E', 'F']","[None, 5, None, None, None, 8, 6, 5, None, 7, None, 7, 7, 4, 5, None, 6, None, None, 9, None, 7, None, None, 2, None]"
152,20,male,winter,"['C', 'E']","[None, 3, None, None, None, None, 3, 9, 6, None, None, None, None, None, None, 5, None, None, 6, 9, 10, None, 6, 6, 4, None]"
153,20,male,winter,"['B', 'D']","[7, 6, 6, None, 9, 4, None, 9, 6, 2, None, 2, None, None, 3, 6, 6, 7, None, None, 6, 8, 6, 6, 3, None]"
